registration number,registration date,application number,application date,authors,authors count,right holders,contact to third parties,program name,creation year,registration publish date,registration publish number,actual,publication URL
2002611638,20020924,2002611406,20020730,"Щербина Виктор Анатольевич (RU)
Медведовский Виктор Александрович (RU)
Михайлов Петр Петрович (RU)",3,Общество с ограниченной ответственностью «Сибирский медведь - Центр» (RU),,Подгружаемое приложение LStatus версия 3.0 (LStatus v. 3.0),2002,20021220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002611638
2002611639,20020924,2002611407,20020730,"Щербина Виктор Анатольевич (RU)
Медведовский Виктор Александрович (RU)
Михайлов Петр Петрович (RU)
Валов Дмитрий Владимирович (RU)",4,Общество с ограниченной ответственностью «Сибирский медведь - Центр» (RU),,Подгружаемое приложение Editor версия 3.0 (Editor v. 3.0),2002,20021220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002611639
2002611640,20020924,2002611408,20020730,"Щербина Виктор Анатольевич (RU)
Медведовский Виктор Александрович (RU)
Недопекин Станислав Геннадьевич (RU)",3,Общество с ограниченной ответственностью «Сибирский медведь - Центр» (RU),,Подгружаемый модуль PumpNet версия 3.0 (PumpNet v. 3.0),2002,20021220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002611640
2002611641,20020924,2002611409,20020730,"Щербина Виктор Анатольевич (RU)
Медведовский Виктор Александрович (RU)
Недопекин Станислав Геннадьевич (RU)",3,Общество с ограниченной ответственностью «Сибирский медведь - Центр» (RU),,Подгружаемый модуль PumpGS версия 3.0 (PumpGS v. 3.0),2002,20021220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002611641
2002611642,20020924,2002611410,20020730,"Щербина Виктор Анатольевич (RU)
Медведовский Виктор Александрович (RU)
Недопекин Станислав Геннадьевич (RU)
Золотарев Илья Давыдович (RU)",4,Общество с ограниченной ответственностью «Сибирский медведь - Центр» (RU),,Ядро интерфейса Argos версия 3.0 (Argos v. 3.0),2002,20021220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002611642
2002611643,20020924,2002611411,20020730,"Щербина Виктор Анатольевич (RU)
Медведовский Виктор Александрович (RU)
Недопекин Станислав Геннадьевич (RU)",3,Общество с ограниченной ответственностью «Сибирский медведь - Центр» (RU),,Подгружаемое приложение Player версия 3.0 (Player v. 3.0),2002,20021220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002611643
2002611644,20020924,2002611412,20020730,"Щербина Виктор Анатольевич (RU)
Медведовский Виктор Александрович (RU)
Недопекин Станислав Геннадьевич (RU)
Михайлов Петр Петрович (RU)",4,Общество с ограниченной ответственностью «Сибирский медведь - Центр» (RU),,Подгружаемое приложение Find версия 3.0 (Find v. 3.0),2002,20021220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002611644
2002611645,20020924,2002611413,20020730,"Щербина Виктор Анатольевич (RU)
Медведовский Виктор Александрович (RU)
Недопекин Станислав Геннадьевич (RU)",3,Общество с ограниченной ответственностью «Сибирский медведь - Центр» (RU),,Подгружаемое приложение BaseFunc версия 3.0 (BaseFunc v. 3.0),2002,20021220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002611645
2002611646,20020924,2002611414,20020730,"Щербина Виктор Анатольевич (RU)
Медведовский Виктор Александрович (RU)
Недопекин Станислав Геннадьевич (RU)",3,Общество с ограниченной ответственностью «Сибирский медведь - Центр» (RU),,Подгружаемое приложение Monitoring версия 3.0 (Monitoring v. 3.0),2002,20021220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002611646
2002611647,20020924,2002611415,20020730,"Щербина Виктор Анатольевич (RU)
Медведовский Виктор Александрович (RU)
Недопекин Станислав Геннадьевич (RU)",3,Общество с ограниченной ответственностью «Сибирский медведь - Центр» (RU),,Подгружаемое приложение FastClick версия 3.0 (FastClick v. 3.0),2002,20021220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002611647
